Dataset,TotalLogicalSize_Bytes,GitObjectsSize_Bytes,GitMetadataSize_Bytes,TotalPhysicalSize_Bytes,OCR,ERR,CommitTime_Seconds,RepackTime_Seconds,TotalTime_Seconds
coreutils-repack,240412678,18938392,234708,19173100,12.6944,12.5390,13.232648297,.000535002,13.233183299
gcc-repack,40468435629,2100648244,13144561,2113792805,19.2647,19.1449,1076.961478724,.000593821,1076.962072545
react-repack,2886518499,85623171,1084220,86707391,33.7118,33.2903,58.318260314,.000499045,58.318759359
netty-repack,2332724103,48616204,428289,49044493,47.9824,47.5634,65.525943049,.000503730,65.526446779
Cpython-repack,10093334224,501494388,604825,502099213,20.1265,20.1022,210.301864756,.000579451,210.302444207
linux-repack,205211416948,6016975226,8750471,6025725697,34.1054,34.0558,3347.573245348,.000517907,3347.573763255
WEB-repack,299875782605,1441253968,6373058,1447627026,208.0658,207.1498,3419.902993756,.002903703,3419.905897459
automake-repack,436715292,60551469,179576,60731045,7.2122,7.1909,35.636923441,.000529947,35.637453388
coreutils-repack,240412678,18938392,234708,19173100,12.6944,12.5390,13.232648297,.000535002,13.233183299
gcc-repack,40468435629,2100648244,13144561,2113792805,19.2647,19.1449,1076.961478724,.000593821,1076.962072545
react-repack,2886518499,85623171,1084220,86707391,33.7118,33.2903,58.318260314,.000499045,58.318759359
netty-repack,2332724103,48616204,428289,49044493,47.9824,47.5634,65.525943049,.000503730,65.526446779
Cpython-repack,10093334224,501494388,604825,502099213,20.1265,20.1022,210.301864756,.000579451,210.302444207
linux-repack,205211416948,6016975226,8750471,6025725697,34.1054,34.0558,3347.573245348,.000517907,3347.573763255
WEB-repack,299875782605,1441253968,6373058,1447627026,208.0658,207.1498,3419.902993756,.002903703,3419.905897459
automake-repack,436715292,60551469,179576,60731045,7.2122,7.1909,35.636923441,.000529947,35.637453388
coreutils-repack,240412678,18938392,234708,19173100,12.6944,12.5390,13.232648297,.000535002,13.233183299
gcc-repack,40468435629,2100648244,13144561,2113792805,19.2647,19.1449,1076.961478724,.000593821,1076.962072545
react-repack,2886518499,85623171,1084220,86707391,33.7118,33.2903,58.318260314,.000499045,58.318759359
netty-repack,2332724103,48616204,428289,49044493,47.9824,47.5634,65.525943049,.000503730,65.526446779
Cpython-repack,10093334224,501494388,604825,502099213,20.1265,20.1022,210.301864756,.000579451,210.302444207
linux-repack,205211416948,6016975226,8750471,6025725697,34.1054,34.0558,3347.573245348,.000517907,3347.573763255
WEB-repack,299875782605,1441253968,6373058,1447627026,208.0658,207.1498,3419.902993756,.002903703,3419.905897459
automake-repack,436715292,60551469,179576,60731045,7.2122,7.1909,35.636923441,.000529947,35.637453388
coreutils-repack,240412678,18938392,234708,19173100,12.6944,12.5390,13.232648297,.000535002,13.233183299
gcc-repack,40468435629,2100648244,13144561,2113792805,19.2647,19.1449,1076.961478724,.000593821,1076.962072545
react-repack,2886518499,85623171,1084220,86707391,33.7118,33.2903,58.318260314,.000499045,58.318759359
netty-repack,2332724103,48616204,428289,49044493,47.9824,47.5634,65.525943049,.000503730,65.526446779
Cpython-repack,10093334224,501494388,604825,502099213,20.1265,20.1022,210.301864756,.000579451,210.302444207
linux-repack,205211416948,6016975226,8750471,6025725697,34.1054,34.0558,3347.573245348,.000517907,3347.573763255
WEB-repack,299875782605,1441253968,6373058,1447627026,208.0658,207.1498,3419.902993756,.002903703,3419.905897459
automake-repack,436715292,60551469,179576,60731045,7.2122,7.1909,35.636923441,.000529947,35.637453388
coreutils-repack,240412678,18938392,234708,19173100,12.6944,12.5390,13.232648297,.000535002,13.233183299
gcc-repack,40468435629,2100648244,13144561,2113792805,19.2647,19.1449,1076.961478724,.000593821,1076.962072545
react-repack,2886518499,85623171,1084220,86707391,33.7118,33.2903,58.318260314,.000499045,58.318759359
netty-repack,2332724103,48616204,428289,49044493,47.9824,47.5634,65.525943049,.000503730,65.526446779
Cpython-repack,10093334224,501494388,604825,502099213,20.1265,20.1022,210.301864756,.000579451,210.302444207
linux-repack,205211416948,6016975226,8750471,6025725697,34.1054,34.0558,3347.573245348,.000517907,3347.573763255
WEB-repack,299875782605,1441253968,6373058,1447627026,208.0658,207.1498,3419.902993756,.002903703,3419.905897459
automake-repack,436715292,60551469,179576,60731045,7.2122,7.1909,35.636923441,.000529947,35.637453388
coreutils-repack,240412678,18938392,234708,19173100,12.6944,12.5390,13.232648297,.000535002,13.233183299
gcc-repack,40468435629,2100648244,13144561,2113792805,19.2647,19.1449,1076.961478724,.000593821,1076.962072545
react-repack,2886518499,85623171,1084220,86707391,33.7118,33.2903,58.318260314,.000499045,58.318759359
netty-repack,2332724103,48616204,428289,49044493,47.9824,47.5634,65.525943049,.000503730,65.526446779
Cpython-repack,10093334224,501494388,604825,502099213,20.1265,20.1022,210.301864756,.000579451,210.302444207
linux-repack,205211416948,6016975226,8750471,6025725697,34.1054,34.0558,3347.573245348,.000517907,3347.573763255
WEB-repack,299875782605,1441253968,6373058,1447627026,208.0658,207.1498,3419.902993756,.002903703,3419.905897459
automake-repack,436715292,60551469,179576,60731045,7.2122,7.1909,35.636923441,.000529947,35.637453388
coreutils-repack,240412678,18938392,234708,19173100,12.6944,12.5390,13.232648297,.000535002,13.233183299
gcc-repack,40468435629,2100648244,13144561,2113792805,19.2647,19.1449,1076.961478724,.000593821,1076.962072545
react-repack,2886518499,85623171,1084220,86707391,33.7118,33.2903,58.318260314,.000499045,58.318759359
netty-repack,2332724103,48616204,428289,49044493,47.9824,47.5634,65.525943049,.000503730,65.526446779
Cpython-repack,10093334224,501494388,604825,502099213,20.1265,20.1022,210.301864756,.000579451,210.302444207
linux-repack,205211416948,6016975226,8750471,6025725697,34.1054,34.0558,3347.573245348,.000517907,3347.573763255
WEB-repack,299875782605,1441253968,6373058,1447627026,208.0658,207.1498,3419.902993756,.002903703,3419.905897459
automake-repack,436715292,60551469,179576,60731045,7.2122,7.1909,35.636923441,.000529947,35.637453388
coreutils-repack,240412678,18938392,234708,19173100,12.6944,12.5390,13.232648297,.000535002,13.233183299
gcc-repack,40468435629,2100648244,13144561,2113792805,19.2647,19.1449,1076.961478724,.000593821,1076.962072545
react-repack,2886518499,85623171,1084220,86707391,33.7118,33.2903,58.318260314,.000499045,58.318759359
netty-repack,2332724103,48616204,428289,49044493,47.9824,47.5634,65.525943049,.000503730,65.526446779
Cpython-repack,10093334224,501494388,604825,502099213,20.1265,20.1022,210.301864756,.000579451,210.302444207
linux-repack,205211416948,6016975226,8750471,6025725697,34.1054,34.0558,3347.573245348,.000517907,3347.573763255
WEB-repack,299875782605,1441253968,6373058,1447627026,208.0658,207.1498,3419.902993756,.002903703,3419.905897459
